# curie_map:
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   UMLS: http://linkedlifedata.com/resource/umls/id/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2017-09-20'
# mapping_set_id: http://purl.obolibrary.org/obo/mondo/mappings/mondo_relatedmatch_umls.sssom.tsv
# mapping_set_version: http://purl.obolibrary.org/obo/mondo/releases/2023-04-04/mappings/mondo_relatedmatch_umls.sssom.tsv
# object_source: https://uts.nlm.nih.gov/uts/
# subject_source: http://purl.obolibrary.org/obo/mondo.owl
subject_id	subject_label	predicate_id	object_id	mapping_justification
MONDO:0003390	glycogen-rich clear cell breast carcinoma	skos:relatedMatch	UMLS:C0334319	semapv:ManualMappingCuration
MONDO:0004069	inborn mitochondrial metabolism disorder	skos:relatedMatch	UMLS:CN552492	semapv:ManualMappingCuration
MONDO:0005115	temporal lobe epilepsy	skos:relatedMatch	UMLS:C0014556	semapv:ManualMappingCuration
MONDO:0005769	geniculate herpes zoster	skos:relatedMatch	UMLS:C0017409	semapv:ManualMappingCuration
MONDO:0005835	Lynch syndrome	skos:relatedMatch	UMLS:C0009405	semapv:ManualMappingCuration
MONDO:0007988	autosomal dominant primary microcephaly	skos:relatedMatch	UMLS:C0220693	semapv:ManualMappingCuration
MONDO:0008163	otofaciocervical syndrome	skos:relatedMatch	UMLS:C2931416	semapv:ManualMappingCuration
MONDO:0008698	achalasia	skos:relatedMatch	UMLS:C2939435	semapv:ManualMappingCuration
MONDO:0009114	congenital sucrase-isomaltase deficiency	skos:relatedMatch	UMLS:C1283620	semapv:ManualMappingCuration
MONDO:0009958	adult Refsum disease	skos:relatedMatch	UMLS:C1833022	semapv:ManualMappingCuration
MONDO:0010598	glycogen storage disease IXa1	skos:relatedMatch	UMLS:C0017927	semapv:ManualMappingCuration
MONDO:0010680	X-linked Emery-Dreifuss muscular dystrophy	skos:relatedMatch	UMLS:C2931858	semapv:ManualMappingCuration
MONDO:0010857	semantic dementia	skos:relatedMatch	UMLS:C1862937	semapv:ManualMappingCuration
MONDO:0011430	pulverulent cataract	skos:relatedMatch	UMLS:C1852438	semapv:ManualMappingCuration
MONDO:0011939	Spondyloenchondrodysplasia with immune dysregulation	skos:relatedMatch	UMLS:C0432222	semapv:ManualMappingCuration
MONDO:0012853	Fontaine progeroid syndrome	skos:relatedMatch	UMLS:C0345382	semapv:ManualMappingCuration
MONDO:0014206	severe early-onset pulmonary alveolar proteinosis due to MARS deficiency	skos:relatedMatch	UMLS:C3809651	semapv:ManualMappingCuration
MONDO:0017380	juvenile polyposis syndrome	skos:relatedMatch	UMLS:CN239474	semapv:ManualMappingCuration
MONDO:0018630	hereditary nonpolyposis colon cancer	skos:relatedMatch	UMLS:C0009405	semapv:ManualMappingCuration
MONDO:0021179	proteostasis deficiencies	skos:relatedMatch	UMLS:C2718000	semapv:ManualMappingCuration
MONDO:0022177	chromosome 13q trisomy	skos:relatedMatch	UMLS:C0795849	semapv:ManualMappingCuration

